대학명,학과명,학점,모집인원,경쟁률
가천대학교,일본어문학과,X,X,X
가천대학교,중국어문학과,X,X,X
가천대학교,영미어문학과,X,X,X
가천대학교,유럽어문학과,X,X,X
가천대학교,한국어문학과,X,X,X
가천대학교,AI인문대학,3.06,22,8.8
가천대학교,스마트보안학과,2.94,8,7.63
가천대학교,인공지능학과,2.81,21,7.15
가천대학교,게임・영상학과,X,X,X
가천대학교,바이오의료기기학과,X,X,X
가천대학교,스마트시티학과,3.38,8,6.43
가천대학교,의공학과,3.83,6,8.67
가천대학교,전기공학과,3.25,8,7.25
가천대학교,컴퓨터공학과,2.74,16,7.1
가천대학교,클라우드공학과,X,X,X
가천대학교,자유전공학부,5.14,321,20.48
가천대학교,간호학과,2.01,28,6.85
가천대학교,관광경영학과,3,7,9.43
가천대학교,의료산업경영학과,3.14,7,8.14
가천대학교,회계세무학과,2.9,7,11.71
가천대학교,경영학과,2.76,15,9.56
가천대학교,금융・빅데이터학부,3.17,12,7
가천대학교,금융・빅데이터학부(금융수학전공),X,X,X
가천대학교,금융・빅데이터학부(빅데이터경영전공),X,X,X
가천대학교,기계공학부(기계공학전공),X,X,X
가천대학교,기계공학부(산업공학전공),X,X,X
가천대학교,기계공학부(설비・소방공학전공),X,X,X
가천대학교,기계공학부(스마트팩토리전공),3.22,9,6.89
가천대학교,건축공학전공,X,X,X
가천대학교,건축학부,3.3,7,8.08
가천대학교,건축학전공,X,X,X
가천대학교,도시계획・조경학부,3.61,10,9
가천대학교,도시계획학전공,X,X,X
가천대학교,미래자동차학과,X,X,X
가천대학교,신소재공학과,3.02,6,10.83
가천대학교,실내건축학전공,X,X,X
가천대학교,조경학전공,2.77,25,6
가천대학교,토목환경공학과,2.77,25,6
가천대학교,화공생명배터리공학부,X,X,X
가천대학교,화공생명배터리공학부(배터리공학전공),X,X,X
가천대학교,화공생명배터리공학부(화공생명공학전공),X,X,X
가천대학교,기계공학부,2.93,18,10.73
가천대학교,국제학부(국제자유전공),X,X,X
가천대학교,국제학부(한국학전공),X,X,X
가천대학교,경영학과,2.76,18,9.6
가천대학교,관광경영학과,3,9.4,7
가천대학교,미디어커뮤니케이션학과,2.32,5,11.8
가천대학교,심리학과,2.35,6,11.83
가천대학교,컴퓨터공학과,X,X,X
가천대학교,한국어교육학과,X,X,X
가천대학교,반도체물리학과,3.02,6,7.29
가천대학교,바이오나노학과,3.16,7,5.9
가천대학교,생명과학과,3.41,7,6.43
가천대학교,식품생명공학과,3.16,9,5.86
가천대학교,식품영양학과,X,X,X
가천대학교,화학과,2.74,7,15.71
가천대학교,반도체공학과,3.04,21,6.23
가천대학교,시스템반도체학과,3.44,9,5.89
가천대학교,전자공학과,X,X,X
가천대학교,반도체・디스플레이학과,X,X,X
가천대학교,반도체설계학과,X,X,X
가천대학교,반도체대학,3.04,21,6.23
가천대학교,경찰행정학과,X,X,X
가천대학교,법학과,X,X,X
가천대학교,행정학과,X,X,X
가천대학교,법과대학,2.84,17,10.45
가천대학교,경제학과,2.8,8,9.43
가천대학교,미디어커뮤니케이션학과,X,X,X
가천대학교,사회복지학과,3.17,6,17.67
가천대학교,심리학과,X,X,X
가천대학교,유아교육학과,3.21,6,9.33
가천대학교,응용통계학과,2.73,9,9.43
가천대학교,패션산업학과,3.09,6,12.67
가천대학교,스타트업칼리지(창업융합전공),X,X,X
가천대학교,바이오로직스학과,2.9,12,6.38
가천대학교,약학과,1.13,3,37.7
가천대학교,미술・디자인학부(산업디자인전공),X,X,X
가천대학교,미술・디자인학부(시각디자인전공),X,X,X
가천대학교,미술・디자인학부(조소전공),X,X,X
가천대학교,미술・디자인학부(회화전공),X,X,X
가천대학교,연기예술학과,X,X,X
가천대학교,운동재활학과,4,6,11.4
가천대학교,음악학부(기악),X,X,X
가천대학교,음악학부(성악),X,X,X
가천대학교,음악학부(작곡),X,X,X
가천대학교,체육학부(체육),X,X,X
가천대학교,체육학부(태권도),X,X,X
가천대학교,의예과,1.05,4,13.4
가천대학교,의학과,X,X,X
가천대학교,물리치료학과,2.11,6,10.33
가천대학교,방사선학과,X,X,X
가천대학교,응급구조학과,4.11,4,116.1
가천대학교,치위생학과,2.84,5,6.2
가천대학교,한의예과,1.12,7,27.4
가천대학교,한의학과,X,X,X
가톨릭대학교,국제경영학과,X,X,X
가톨릭대학교,IT파이낸스학과,X,X,X
가톨릭대학교,글로벌경영대학,X,X,X
가톨릭대학교,세무회계금융학과,X,X,X
가톨릭대학교,글로벌경영학과,X,X,X
가톨릭대학교,성악과,X,X,X
가톨릭대학교,아동학과,2.86,7,6.43
가톨릭대학교,ICT공학계열,X,X,X
가톨릭대학교,가톨릭대학교학부대학,X,X,X
가톨릭대학교,경영계열,X,X,X
가톨릭대학교,경영학과,2.58,8,7.63
가톨릭대학교,경제학과,3.15,8,6
가톨릭대학교,공간디자인・소비자학과,2.82,5,16.8
가톨릭대학교,교양과정,X,X,X
가톨릭대학교,교직과,X,X,X
가톨릭대학교,국사학과,3.13,5,9.6
가톨릭대학교,국어국문학과,2.64,5,7.6
가톨릭대학교,국제법정경계열,X,X,X
가톨릭대학교,국제학부,2.68,10,7.6
가톨릭대학교,글로벌인문경영융복합전공,X,X,X
가톨릭대학교,글로컬문화스토리텔링융복합전공,X,X,X
가톨릭대학교,금융공학융복합전공,X,X,X
가톨릭대학교,데이터사이언스학과,2.6,8,7.63
가톨릭대학교,모바일유비쿼터스융복합전공,X,X,X
가톨릭대학교,문화예술경영전문가융복합전공,X,X,X
가톨릭대학교,물리학과,2.84,8,9.63
가톨릭대학교,미디어기술콘텐츠학과,2.43,7,8.86
가톨릭대학교,바이오메디컬소프트웨어학과,2.83,5,5.6
가톨릭대학교,바이오메디컬화학공학과,2.28,9,6.67
가톨릭대학교,바이오융합공학계열,X,X,X
가톨릭대학교,법학과,2.58,5,7.6
가톨릭대학교,비즈니스리더융복합전공,X,X,X
가톨릭대학교,빅데이터인문경영융복합전공,X,X,X
가톨릭대학교,사회과학계열,X,X,X
가톨릭대학교,사회복지학과,2.67,7,7.14
가톨릭대학교,사회학과,2.78,6,7.5
가톨릭대학교,사회혁신융복합전공,X,X,X
가톨릭대학교,생명공학과,2.04,7,7.71
가톨릭대학교,생활과학계열,X,X,X
가톨릭대학교,수학과,2.91,8,10.63
가톨릭대학교,스타트업융복합전공,X,X,X
가톨릭대학교,스토리텔링융복합전공,X,X,X
가톨릭대학교,식품영양학과,2.74,6,6.83
가톨릭대학교,심리학과,2.26,7,6.29
가톨릭대학교,어문계열,X,X,X
가톨릭대학교,에너지환경공학과,2.67,7,7.14
가톨릭대학교,영어영문학부,2.77,11,6.55
가톨릭대학교,예술미디어융합학과,X,X,X
가톨릭대학교,융합전공학부,X,X,X
가톨릭대학교,음악과,X,X,X
가톨릭대학교,의류학과,2.78,5,12.8
가톨릭대학교,의생명과학과,1.98,5,12.4
가톨릭대학교,의약나노바이오융복합전공,X,X,X
가톨릭대학교,인공지능학과,2.87,8,7.5
가톨릭대학교,인문계열,X,X,X
가톨릭대학교,일어일본문화학과,2.99,7,6.14
가톨릭대학교,자연과학계열,2.54,16,13.06
가톨릭대학교,정보통신전자공학부,2.66,11,8.91
가톨릭대학교,중국언어문화학과,2.82,7,6
가톨릭대학교,창업대학,X,X,X
가톨릭대학교,철학과,2.81,7,7
가톨릭대학교,컴퓨터정보공학부,2.61,10,10
가톨릭대학교,특수교육과,2.9,6,5.17
가톨릭대학교,프랑스어문화학과,2.96,6,6.5
가톨릭대학교,한국어교육융복합전공,X,X,X
가톨릭대학교,한국어문화학과,X,X,X
가톨릭대학교,행정학과,2.81,7,10.43
가톨릭대학교,화학과,2.52,7,6.86
가톨릭대학교,회계학과,2.68,10,7.8
가톨릭대학교,AI의공학과,X,X,X
가톨릭대학교,바이오로직스공학부,X,X,X
가톨릭대학교,인문사회계열,2.88,26,8.62
가톨릭대학교,자연공학계열,2.54,16,13.06
가톨릭대학교,자유전공학부,2.53,17,10.41
가톨릭대학교,약학과,1.06,4,18.5
강원대학교,AI융합학과,3.68,10,7.9
강원대학교,디지털밀리터리학과,4.3,6,8.5
강원대학교,전기전자공학과,3.31,20,12.35
강원대학교,전자공학과,3.47,10,7.8
강원대학교,컴퓨터공학과,3.63,40,16.1
강원대학교,간호학과,2.65,25,16.44
강원대학교,경영·회계학부,3.35,42,8.88
강원대학교,경영학전공,3.35,42,8.88
강원대학교,경제·정보통계학부,3.48,16,12.44
강원대학교,경제학전공,3.48,16,12.44
강원대학교,관광경영학과,3.36,6,12.5
강원대학교,국제무역학과,3.5,9,11.44
강원대학교,정보통계학전공,3.48,16,12.44
강원대학교,회계학전공,3.35,42,8.88
강원대학교,경영대학 무전공학과,3.77,16,10.06
강원대학교,글로벌공연콘텐츠학전공,X,X,X
강원대학교,글로벌미디어커뮤니케이션전공,X,X,X
강원대학교,글로벌비즈니스전공,X,X,X
강원대학교,글로벌융합학부,X,X,X
강원대학교,자유전공학부(인문계열),3.44,12,12.75
강원대학교,자유전공학부(자연계열),3.33,11,10.36
강원대학교,자유전공학부(학생설계전공 공학계열),X,X,X
강원대학교,자유전공학부(학생설계전공 인문사회계열),X,X,X
강원대학교,자유전공학부(학생설계전공 자연과학계열),X,X,X
강원대학교,스마트팜융합바이오시스템공학과,4.01,5,11.4
강원대학교,농업자원경제학전공,3.93,13,9.92
강원대학교,바이오자원환경학전공,3.57,16,8.31
강원대학교,생물자원과학부,3.76,9,10.33
강원대학교,스마트팜농산업학과,X,X,X
강원대학교,식물의학전공,3.76,9,10.33
강원대학교,식물자원응용과학전공,3.76,9,10.33
강원대학교,식품생명공학과,3.45,6,10.67
강원대학교,에코환경과학전공,3.57,16,8.31
강원대학교,원예·농업자원경제학부,3.93,13,9.92
강원대학교,원예과학전공,3.93,13,9.92
강원대학교,지역건설공학과,4.23,6,10.83
강원대학교,환경융합학부,3.57,16,8.31
강원대학교,농업생명과학대학 무전공학과,4.09,13,9.31
강원대학교,동물산업융합학과,3.96,8,12.75
강원대학교,동물응용과학과,3.82,10,10.2
강원대학교,동물자원과학과,3.86,11,12.82
강원대학교,스마트산업공학과,4.11,7,7.14
강원대학교,에너지자원공학과,3.66,8,6.88
강원대학교,건축·토목·환경공학부,3.85,32,9.47
강원대학교,건축공학전공,3.85,32,9.47
강원대학교,건축학과(5),2.94,4,22.5
강원대학교,기계의용・메카트로닉스공학과,3.85,25,7.12
강원대학교,디자인학과,X,X,X
강원대학교,무용학과,X,X,X
강원대학교,미술학과,X,X,X
강원대학교,배터리융합공학과,3.89,12,6.33
강원대학교,생물공학전공,3.28,18,5.28
강원대학교,스포츠과학과,X,X,X
강원대학교,영상문화학과,3.36,13,8.77
강원대학교,음악학과,X,X,X
강원대학교,토목공학전공,3.85,32,9.47
강원대학교,화공・생물공학부,3.28,18,5.28
강원대학교,화학공학전공,3.28,18,5.28
강원대학교,환경공학전공,3.85,32,9.47
강원대학교,가정교육과,3.24,4,9.25
강원대학교,과학교육학부,3.32,9,7.89
강원대학교,교육학과,3.8,3,10.67
강원대학교,국어교육과,3.4,7,9.57
강원대학교,물리교육전공,3.32,9,7.89
강원대학교,생물교육전공,3.32,9,7.89
강원대학교,수학교육과,2.69,7,6.29
강원대학교,역사교육과,3.31,3,10.33
강원대학교,영어교육과,3.1,7,14.71
강원대학교,윤리교육과,3.12,4,10
강원대학교,일반사회교육과,3.02,4,23.5
강원대학교,지구과학교육전공,3.32,9,7.89
강원대학교,지리교육과,3.25,8,10.25
강원대학교,체육교육과,X,X,X
강원대학교,한문교육과,X,X,X
강원대학교,화학교육전공,3.32,9,7.89
강원대학교,문화인류학과,3.82,6,9.83
강원대학교,미디어커뮤니케이션학과,3.05,6,15.17
강원대학교,부동산학과,3.96,15,20.07
강원대학교,사회학과,3.31,6,9.83
강원대학교,심리학전공,3.29,14,22.86
강원대학교,정치외교학과,3.51,6,9
강원대학교,행정.심리학부,3.29,14,22.86
강원대학교,행정학전공,3.29,14,22.86
강원대학교,목재・종이과학부,4.15,11,12
강원대학교,목재과학전공,4.15,11,12
강원대학교,산림경영학전공,3.76,26,10.04
강원대학교,산림과학부,3.76,26,10.04
강원대학교,산림자원학전공,3.76,26,10.04
강원대학교,산림환경보호학전공,3.76,26,10.04
강원대학교,생태조경디자인학과,3.53,7,7.43
강원대학교,종이소재과학전공,4.15,11,12
강원대학교,수의예과,1.28,15,19.87
강원대학교,수의학과,X,X,X
강원대학교,약학과,1.15,13,21.54
강원대학교,의예과,1.06,11,18.45
강원대학교,의학과,X,X,X
강원대학교,의생명시스템과학전공,3.28,14,4.57
강원대학교,분자생명과학과,3.54,7,5.14
강원대학교,생명건강공학과,3.51,7,8.43
강원대학교,생물의소재공학과,3.78,6,7
강원대학교,의생명공학전공,3.28,14,4.57
강원대학교,의생명융합학부,3.28,14,4.57
강원대학교,국어국문학전공,3.67,55,7.93
강원대학교,독어독문학전공,3.67,55,7.93
강원대학교,불어불문학전공,3.67,55,7.93
강원대학교,사학전공,3.67,55,7.93
강원대학교,영어영문학전공,3.67,55,7.93
강원대학교,인문학부,3.67,55,7.93
강원대학교,일본학전공,3.67,55,7.93
강원대학교,중어중문학전공,3.67,55,7.93
강원대학교,철학전공,3.67,55,7.93
강원대학교,반도체물리학과,3.41,4,8.25
강원대학교,생명과학과,3.46,6,5.5
강원대학교,생화학전공,3.53,16,5
강원대학교,수학과,3.64,7,6.14
강원대학교,지구물리학전공,4.15,12,10
강원대학교,지질·지구물리학부,4.15,12,10
강원대학교,지질학전공,4.15,12,10
강원대학교,화학ㆍ생화학부,3.53,16,5
강원대학교,화학전공,3.53,16,5
강원대학교,그린에너지공학과,7.03,73,1.36
강원대학교,전자・AI시스템공학과,6.66,75,1.96
강원대학교,전자・AI시스템공학과,6.66,75,1.96
강원대학교,건설융합학부,6.8,40,2.25
강원대학교,건축학전공(5년제),6.8,40,2.25
강원대학교,기계공학과,7.06,58,2.34
강원대학교,소방방재공학전공,5.83,42,5.26
강원대학교,소방방재학부,5.83,42,5.26
강원대학교,재난관리공학전공,5.83,42,5.26
강원대학교,전기공학과,6.12,22,4.59
강원대학교,토목공학전공,6.8,40,2.25
강원대학교,공학대학 무전공학과,7.44,32,1.41
강원대학교,자유전공학부(인문계열),7.36,16,4.44
강원대학교,자유전공학부(자연계열),7.18,16,4.13
강원대학교,자유전공학부(인문계열),7.36,16,4.44
강원대학교,자유전공학부(자연계열),7.18,16,4.13
강원대학교,간호학과,3.05,12,4.67
강원대학교,물리치료학과,2.7,4,12.75
강원대학교,바이오기능성소재학과,7,8,2.88
강원대학교,방사선학과,3.24,4,9.25
강원대학교,식품영양학과,5.32,9,6.44
강원대학교,안경광학과,6.9,17,3.53
강원대학교,응급구조학과,3.1,5,16.8
강원대학교,작업치료학과,4.22,5,24.8
강원대학교,치위생학과,4.7,5,8.4
강원대학교,휴먼스포츠학과,4.76,4,7.75
강원대학교,경제금융전공,7.11,60,2.75
강원대학교,공공행정전공,7.11,60,2.75
강원대학교,관광전공,7.11,60,2.75
강원대학교,글로벌인재학부,7.11,60,2.75
강원대학교,멀티디자인학과,X,X,X
강원대학교,사회복지학과,4.82,6,16.83
강원대학교,생활조형디자인학과,X,X,X
강원대학교,영어전공,7.11,60,2.75
강원대학교,유아교육과,3.68,10,7.9
강원대학교,일본어학과,4.3,6,8.5
건국대학교,건축공학전공,2,8,15.9
건국대학교,건축학부,2,8,15.9
건국대학교,건축학전공,2,8,15.9
건국대학교,경영학과,1.87,15,13.7
건국대학교,기술경영학과,1.92,4,8
건국대학교,생물공학과,1.61,4,11.3
건국대학교,컴퓨터공학부,1.77,10,9
건국대학교,K뷰티산업융합학과,X,X,X
건국대학교,사회환경공학부,2.12,10,11.1
건국대학교,산업공학과,X,X,X
건국대학교,신산업융합학과,X,X,X
건국대학교,전기전자공학부,1.65,11,12.3
건국대학교,공과대학자유전공학부,1.81,100,12.8
건국대학교,기계・로봇・자동차공학부,1.85,16,9.9
건국대학교,재료공학과,1.72,5,15.4
건국대학교,항공우주・모빌리티공학과,2,5,10.2
건국대학교,화공학부,1.68,6,8.5
건국대학교,국제통상학과,X,X,X
건국대학교,문화미디어학과,X,X,X
건국대학교,부동산학과,2,4,7
건국대학교,교육공학과,X,X,X
건국대학교,수학교육과,1.7,5,10.6
건국대학교,영어교육과,1.88,4,14.5
건국대학교,음악교육과,X,X,X
건국대학교,일어교육과,X,X,X
건국대학교,체육교육과,X,X,X
건국대학교,경제학과,2.22,7,7.6
건국대학교,국제무역학과,2.14,4,7.5
건국대학교,응용통계학과,1.76,4,6.8
건국대학교,정치외교학과,X,X,X
건국대학교,행정학과,2,5,7.8
건국대학교,사회과학대학융합전공학부,2.1,50,8.1
건국대학교,KU자유전공학부,X,X,X
건국대학교,동물자원・식품과학・유통학부,1.89,9,10
건국대학교,환경보건・산림조경학부,1.92,5,14.8
건국대학교,생명과학특성학과,X,X,X
건국대학교,식량자원과학과,X,X,X
건국대학교,동물자원전공,1.89,9,10
건국대학교,산림조경전공,1.92,5,14.8
건국대학교,생명과학대학자유전공학부,1.96,34,11.6
건국대학교,식품과학전공,1.89,9,10
건국대학교,식품유통전공,1.89,9,10
건국대학교,환경보건전공,1.92,5,14.8
건국대학교,수의예과,1.19,5,16.6
건국대학교,수의학과,X,X,X
건국대학교,리빙디자인학과,X,X,X
건국대학교,매체연기학과,X,X,X
건국대학교,산업디자인학과,X,X,X
건국대학교,영상학과,X,X,X
건국대학교,의상디자인학과,X,X,X
건국대학교,커뮤니케이션디자인학과,X,X,X
건국대학교,현대미술학과,X,X,X
건국대학교,첨단바이오공학부,1.44,5,13
건국대학교,시스템생명공학과,X,X,X
건국대학교,융합생명공학과,X,X,X
건국대학교,융합과학기술원자유전공학부,1.67,25,9.4
건국대학교,물리학과,1.81,4,9
건국대학교,수학과,2.11,4,6
건국대학교,화학과,X,X,X
건국대학교,이과대학자유전공학부,2,13,10.8
광주과학기술원(GIST),기계로봇공학과,X,X,X
광주과학기술원(GIST),신소재공학과,X,X,X
광주과학기술원(GIST),환경・에너지공학과,X,X,X
광주과학기술원(GIST),도전탐색과정,X,X,X
광주과학기술원(GIST),인문사회과학부,X,X,X
광주과학기술원(GIST),생명과학과,X,X,X
광주과학기술원(GIST),의생명공학과,X,X,X
광주과학기술원(GIST),물리・광과학과,X,X,X
광주과학기술원(GIST),화학과,X,X,X
광주과학기술원(GIST),수리과학과,X,X,X
광주과학기술원(GIST),반도체공학과,X,X,X
광주과학기술원(GIST),전기전자컴퓨터공학과,X,X,X
광주과학기술원(GIST),AI융합학과,X,X,X
경북대학교,전기공학과,3.08,10,12.2
경북대학교,전자공학부,2.43,54,7.3
경북대학교,전자공학부(인공지능전공),3.94,12,8.2
경북대학교,전자공학부모바일공학전공,X,X,X
경북대학교,컴퓨터학부 데이터과학전공,2.71,8,8.3
경북대학교,컴퓨터학부 인공지능컴퓨팅전공,3.58,7,8.6
경북대학교,컴퓨터학부 플랫폼소프트웨어전공,2.71,8,8.3
경북대학교,컴퓨터학부(글로벌소프트웨어융합전공),3.11,16,11.4
경북대학교,"컴퓨터학부(플랫폼소프트웨어전공, 데이터과학전공)",2.71,8,8.3
경북대학교,IT 첨단자율학부,3.97,14,8.4
경북대학교,IT대학 자율학부,4.43,6,9.3
경북대학교,간호학과,2.21,15,8.9
경북대학교,경영학부,2.58,38,11.8
경북대학교,경제통상학부,2.97,22,10.4
경북대학교,경상대학 자율학부,3.26,11,11.2
경북대학교,건축학부(건축공학전공),3.09,4,11.5
경북대학교,건축학부(건축학전공),2.58,4,17.5
경북대학교,고분자공학과,2.6,8,10.5
경북대학교,금속재료공학과,2.86,9,17.8
경북대학교,기계공학부,2.46,23,10.7
경북대학교,기계공학부 기계공학전공,2.46,23,10.7
경북대학교,기계공학부 기계설계학전공,2.46,23,10.7
경북대학교,섬유시스템공학과,3.04,7,8.9
경북대학교,신소재공학과,2.12,4,9.5
경북대학교,에너지공학부,2.77,18,7.8
경북대학교,에너지공학부 신재생에너지전공,2.77,18,7.8
경북대학교,에너지공학부 에너지변환전공,2.77,18,7.8
경북대학교,응용화학과,2.37,11,6.2
경북대학교,토목공학과,3.07,8,8.4
경북대학교,화학공학과,1.89,8,6.4
경북대학교,환경공학과,2.62,5,8.8
경북대학교,공과대학 자율학부,3.04,9,9.8
경북대학교,공학 첨단자율학부,X,X,X
경북대학교,기계공학부 로봇/자동화전공,2.46,23,10.7
경북대학교,건설방재공학과,5.89,20,3.4
경북대학교,나노신소재공학과,5.98,21,3.9
경북대학교,산업기계공학과,5.67,24,3.5
경북대학교,섬유패션디자인학부 섬유공학전공,6.05,19,2.9
경북대학교,섬유패션디자인학부 패션디자인전공,X,X,X
경북대학교,소프트웨어학과,4.26,6,8.5
경북대학교,스마트플랜트공학과,6.86,21,2.6
경북대학교,식품외식산업학과,5.88,33,4.1
경북대학교,에너지화학공학과,5.8,20,3.8
경북대학교,위치정보시스템학과,6.19,21,3.8
경북대학교,자동차공학부,5.56,30,5
경북대학교,자동차공학부 지능형자동차전공,5.56,30,5
경북대학교,자동차공학부 친환경자동차전공,5.56,30,5
경북대학교,정밀기계공학과,5.67,24,3.5
경북대학교,치위생학과,4,16,8.8
경북대학교,환경안전공학과,6.07,21,3.7
경북대학교,농산업학과,X,X,X
경북대학교,농업토목공학과,3.53,9,18.1
경북대학교,바이오섬유소재학과,3.2,14,10.9
경북대학교,산림과학.조경학부 임산공학전공,3.15,18,18.3
경북대학교,산림과학.조경학부 임학전공,3.15,18,18.3
경북대학교,산림과학.조경학부 조경학전공,3.15,18,18.3
경북대학교,"산림과학.조경학부(임학전공,임산공학전공,조경학전공)",3.15,18,18.3
경북대학교,스마트생물산업기계공학과,3.22,11,11.5
경북대학교,식물의학과,3.12,8,9.6
경북대학교,식품공학부,2.77,27,6.6
경북대학교,식품공학부식품생물공학전공,2.77,27,6.6
경북대학교,식품공학부식품소재공학전공,2.77,27,6.6
경북대학교,식품공학부식품응용공학전공,2.77,27,6.6
경북대학교,식품자원경제학과,3.05,9,17.1
경북대학교,원예과학과,4.19,5,8.6
경북대학교,응용생명과학부 식물생명과학전공,2.95,18,17.9
경북대학교,응용생명과학부 환경생명화학전공,2.95,18,17.9
경북대학교,"응용생명과학부(식물생명과학전공, 환경생명화학전공)",2.95,18,17.9
경북대학교,농업생명과학대학 자율학부,3.28,14,14.2
경북대학교,행정학부,2.9,9,9.9
경북대학교,행정학부 공공관리전공,2.9,9,9.9
경북대학교,행정학부 공공정책전공,2.9,9,9.9
경북대학교,자율미래인재학부,6.6,38,3.3
경북대학교,자율전공학부,2.86,80,9.4
경북대학교,가정교육과,X,5,10.8
경북대학교,교육학과,X,X,X
경북대학교,국어교육과,2.79,7,20
경북대학교,물리교육과,3.97,5,11.8
경북대학교,생물교육과,2.88,7,6.6
경북대학교,수학교육과,2.72,9,13.1
경북대학교,역사교육과,2.28,4,13.3
경북대학교,영어교육과,2.46,10,12.6
경북대학교,유럽어교육학부 독어교육전공,3.67,3,10
경북대학교,윤리교육과,2.36,7,9.9
경북대학교,일반사회교육과,2.64,7,19.1
경북대학교,지구과학교육과,3.55,7,8.4
경북대학교,지리교육과,2.78,4,9.3
경북대학교,체육교육과,2.45,3,10.7
경북대학교,화학교육과,4.79,5,6
경북대학교,정보・컴퓨터교육과,3.8,4,8.8
경북대학교,문헌정보학과,3.45,8,8.4
경북대학교,미디어커뮤니케이션학과,2.31,6,12.2
경북대학교,사회복지학부 사회복지거시전공,2.76,11,9.6
경북대학교,사회복지학부 사회복지미시전공,2.76,11,9.6
경북대학교,"사회복지학부(사회복지미시전공, 사회복지거시전공)",2.76,11,9.6
경북대학교,사회학과,2.67,7,10.3
경북대학교,심리학과,2.72,6,14
경북대학교,정치외교학과,2.37,7,10.4
경북대학교,지리학과,2.96,8,13.9
경북대학교,사회과학대학 자율학부,2.66,5,11.6
경북대학교,곤충생명과학과,5.4,20,4.4
경북대학교,관광학과,5.1,19,5.6
경북대학교,동물생명공학과,4.8,16,6.5
경북대학교,말/특수동물학과,4.42,18,7.9
경북대학교,산림생태보호학과,5.44,19,5.2
경북대학교,식물자원학과,5.45,19,5.1
경북대학교,체육학부 건강운동관리전공,5.1,10,6.9
경북대학교,체육학부 체육학전공,5.46,4,4.5
경북대학교,축산학과,5.38,9,8
경북대학교,식품영양학과,2.97,9,7.6
경북대학교,아동학부,3.16,10,9.6
경북대학교,아동학부 아동가족학전공,3.16,10,9.6
경북대학교,아동학부 아동학전공,3.16,10,9.6
경북대학교,의류학과,3.31,9,8.3
경북대학교,수의예과,1.49,20,17.4
경북대학교,수의학과,1.49,X,X
경북대학교,약학과,1.37,8,18
경북대학교,"국악학과(기악전공, 성악전공,이론작곡전공)",X,X,X
경북대학교,디자인학과,X,X,X
경북대학교,"미술학과(한국화전공, 서양화전공, 조소전공, 조형예술이론전공)",X,X,X
경북대학교,"음악학과(성악전공, 피아노전공, 작곡전공, 관현악전공, 이론전공)",X,X,X
경북대학교,의예과,1.06,11,18.45
경북대학교,의학과,1.06,X,X
경북대학교,고고인류학과,3.21,8,13.3
경북대학교,국어국문학과,2.96,5,11.8
경북대학교,노어노문학과,3.24,3,44.7
경북대학교,독어독문학과,3.01,8,13.6
경북대학교,불어불문학과,2.89,6,12.2
경북대학교,사학과,2.91,9,9.6
경북대학교,영어영문학과,2.83,10,9.2
경북대학교,일어일문학과,2.96,7,10.6
경북대학교,중어중문학과,2.84,5,10.6
경북대학교,철학과,3.31,6,11.7
경북대학교,한문학과,3.24,10,13.3
경북대학교,인문대학 자율학부,3.33,6,11.3
경북대학교,물리학과,2.99,8,17.1
경북대학교,생명공학부,2.01,20,6.7
경북대학교,생물학과,2.75,8,6.6
